Cycle;Classe;Matière;Chapitre;Sous-chapitre (Titre);Type;Nombre de questions;Lien (href)
Collège;3ème;HISTOIRE-GÉO ET EMC;Histoire - Le monde depuis 1945;La guerre d’Algérie (1954-1962) : décolonisation et indépendance;Cours;;/cours/la-guerre-d-algerie-1954-1962?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cmonde-depuis-1945
Collège;3ème;HISTOIRE-GÉO ET EMC;Histoire - Le monde depuis 1945;L’effondrement des empires coloniaux et la naissance de nouveaux États;Cours;;/cours/l-effondrement-des-empires-coloniaux?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cmonde-depuis-1945
Collège;3ème;HISTOIRE-GÉO ET EMC;Histoire - Le monde depuis 1945;La fin de la guerre froide et la recomposition du monde (depuis 1991);Cours;;/cours/la-fin-de-la-guerre-froide-et-du-monde-bipolaire-1962-1991?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cmonde-depuis-1945
Collège;3ème;HISTOIRE-GÉO ET EMC;Histoire - Le monde depuis 1945;L’affirmation et la construction du projet européen;Cours;;/cours/affirmation-et-mise-en-oeuvre-du-projet-europeen-2?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cmonde-depuis-1945
Collège;3ème;HISTOIRE-GÉO ET EMC;Histoire - Le monde depuis 1945;Le Moyen-Orient : un foyer de tensions et de conflits;Cours;;/cours/le-moyen-orient-foyer-de-conflits?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cmonde-depuis-1945
Collège;3ème;HISTOIRE-GÉO ET EMC;Histoire - Le monde depuis 1945;Enjeux et conflits dans le monde depuis 1989;Cours;;/cours/enjeux-et-conflits-dans-le-monde-apres-1989-2?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cmonde-depuis-1945
Collège;3ème;HISTOIRE-GÉO ET EMC;Histoire - Le monde depuis 1945;Un monde bipolaire au temps de la guerre froide (1947-1991);Quiz;10;/test/un-monde-bipolaire-au-temps-de-la-guerre-froide?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cmonde-depuis-1945
Collège;3ème;HISTOIRE-GÉO ET EMC;Histoire - Le monde depuis 1945;L’effondrement des empires coloniaux et la naissance de nouveaux États;Quiz;10;/test/independances-et-construction-de-nouveaux-etats?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cmonde-depuis-1945
Collège;3ème;HISTOIRE-GÉO ET EMC;Histoire - Le monde depuis 1945;L’affirmation et la construction du projet européen;Quiz;10;/test/affirmation-et-mise-en-oeuvre-du-projet-europeen?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cmonde-depuis-1945
Collège;3ème;HISTOIRE-GÉO ET EMC;Histoire - Le monde depuis 1945;Enjeux et conflits dans le monde depuis 1989;Quiz;10;/test/enjeux-et-conflits-dans-le-monde-apres-1989?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cmonde-depuis-1945
Collège;3ème;HISTOIRE-GÉO ET EMC;Histoire - Françaises et Français dans une République repensée;Refonder la République après la Libération (1944-1947);Cours;;/cours/1944-1947-refonder-la-republique-redefinir-la-democratie?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cfrancaises-francais-dans-republique-repensee
Collège;3ème;HISTOIRE-GÉO ET EMC;Histoire - Françaises et Français dans une République repensée;La naissance de la Ve République (1958) : une nouvelle organisation du pouvoir;Cours;;/cours/la-cinquieme-republique-de-1969-a-1995-alternances-et-cohabitations?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cfrancaises-francais-dans-republique-repensee
Collège;3ème;HISTOIRE-GÉO ET EMC;Histoire - Françaises et Français dans une République repensée;La République gaullienne (1958-1969) : stabilité et modernisation;Cours;;/cours/la-naissance-de-la-cinquieme-republique-les-annees-de-gaulle-1958-1969?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cfrancaises-francais-dans-republique-repensee
Collège;3ème;HISTOIRE-GÉO ET EMC;Histoire - Françaises et Français dans une République repensée;De Pompidou à Mitterrand : alternances et cohabitations (1969-1995);Cours;;/cours/la-cinquieme-republique-de-la-republique-gaullienne-a-l-alternance-et-a-la-cohabitation?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cfrancaises-francais-dans-republique-repensee
Collège;3ème;HISTOIRE-GÉO ET EMC;Histoire - Françaises et Français dans une République repensée;Les Trente Glorieuses : croissance, modernisation et nouveaux modes de vie;Cours;;/cours/des-trente-glorieuses-a-la-crise-economique?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cfrancaises-francais-dans-republique-repensee
Collège;3ème;HISTOIRE-GÉO ET EMC;Histoire - Françaises et Français dans une République repensée;Les femmes dans la société française : de nouveaux droits et de nouveaux rôlesVoici la description SEO correspondant à ta leçon : Tu vas comprendre comment les femmes transforment la société française entre 1945 et 1980 en obtenant de nouveaux droits, en accédant au travail et en conquérant la maîtrise de leur corps. Tu verras comment les mouvements féministes portent ces avancées et pourquoi l’égalité réelle reste encore inachevée à la fin des années 1970;Cours;;/cours/femmes-et-hommes-dans-la-societe-des-annees-1950-aux-annees-1980-nouveaux-enjeux-sociaux-et-culturels-reponses-politiques?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cfrancaises-francais-dans-republique-repensee
Collège;3ème;HISTOIRE-GÉO ET EMC;Histoire - Françaises et Français dans une République repensée;Jeunes, immigrés, travailleurs : la société française en mutationTu vas découvrir comment la jeunesse du baby-boom, l’immigration de travail et les mutations du monde ouvrier transforment la société française entre 1950 et 1980. Tu verras comment ces groupes deviennent des acteurs essentiels de la modernisation, entre essor culturel, croissance économique et tensions liées à la crise des années 1970;Cours;;/cours/les-evolutions-de-la-societe-francaise-les-femmes?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cfrancaises-francais-dans-republique-repensee
Collège;3ème;HISTOIRE-GÉO ET EMC;Histoire - Françaises et Français dans une République repensée;De la crise économique aux réponses politiques : la République face aux défis sociauxTu vas comprendre comment la France affronte la crise économique durable qui s’ouvre en 1973, entre chômage de masse, montée des inégalités et tensions identitaires. Tu verras comment l’État, sous Giscard puis Mitterrand, adapte ses politiques sociales, crée le RMI et tente de préserver la solidarité républicaine face aux défis de la mondialisation;Cours;;/cours/les-evolutions-de-la-societe-francaise-l-immigration?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cfrancaises-francais-dans-republique-repensee
Collège;3ème;HISTOIRE-GÉO ET EMC;Histoire - Françaises et Français dans une République repensée;Françaises et Français dans une République repensée : bilan et héritagesTu vas découvrir comment la France se reconstruit après 1944 et modernise profondément sa société tout en restant fidèle aux valeurs républicaines. Tu verras comment les institutions, les conquêtes sociales, la jeunesse, les femmes et l’immigration transforment durablement le pays dans un contexte de croissance puis de crise;Cours;;/cours/francaises-et-francais-dans-une-republique-repensee?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cfrancaises-francais-dans-republique-repensee
Collège;3ème;HISTOIRE-GÉO ET EMC;Histoire - Françaises et Français dans une République repensée;Refonder la République après la Libération (1944-1947);Quiz;15;/test/1944-1947-refonder-la-republique-redefinir-la-democratie?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cfrancaises-francais-dans-republique-repensee
Collège;3ème;HISTOIRE-GÉO ET EMC;Histoire - Françaises et Français dans une République repensée;La naissance de la Ve République (1958) : une nouvelle organisation du pouvoir;Quiz;5;/test/la-cinquieme-republique-de-1969-a-1995-alternances-et-cohabitations?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cfrancaises-francais-dans-republique-repensee
Collège;3ème;HISTOIRE-GÉO ET EMC;Histoire - Françaises et Français dans une République repensée;La République gaullienne (1958-1969) : stabilité et modernisation;Quiz;5;/test/la-naissance-de-la-cinquieme-republique-les-annees-de-gaulle-1958-1969?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cfrancaises-francais-dans-republique-repensee
Collège;3ème;HISTOIRE-GÉO ET EMC;Histoire - Françaises et Français dans une République repensée;De Pompidou à Mitterrand : alternances et cohabitations (1969-1995);Quiz;10;/test/la-cinquieme-republique-de-la-republique-gaullienne-a-l-alternance-et-a-la-cohabitation?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cfrancaises-francais-dans-republique-repensee
Collège;3ème;HISTOIRE-GÉO ET EMC;Histoire - Françaises et Français dans une République repensée;Les Trente Glorieuses : croissance, modernisation et nouveaux modes de vie;Quiz;5;/test/des-trente-glorieuses-a-la-crise-economique?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cfrancaises-francais-dans-republique-repensee
Collège;3ème;HISTOIRE-GÉO ET EMC;Histoire - Françaises et Français dans une République repensée;Jeunes, immigrés, travailleurs : la société française en mutation;Quiz;5;/test/les-evolutions-de-la-societe-francaise-les-femmes?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cfrancaises-francais-dans-republique-repensee
Collège;3ème;HISTOIRE-GÉO ET EMC;Histoire - Françaises et Français dans une République repensée;De la crise économique aux réponses politiques : la République face aux défis sociaux;Quiz;5;/test/les-evolutions-de-la-societe-francaise-l-immigration?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cfrancaises-francais-dans-republique-repensee
Collège;3ème;HISTOIRE-GÉO ET EMC;Histoire - Françaises et Français dans une République repensée;Les femmes dans la société française : de nouveaux droits et de nouveaux rôles;Quiz;10;/test/femmes-et-hommes-dans-la-societe-des-annees-1950-aux-annees-1980-nouveaux-enjeux-sociaux-et-culturels-reponses-politiques?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cfrancaises-francais-dans-republique-repensee
Collège;3ème;HISTOIRE-GÉO ET EMC;Histoire - Françaises et Français dans une République repensée;Françaises et Français dans une République repensée : bilan et héritages;Quiz;5;/test/francaises-et-francais-dans-une-republique-repensee?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cfrancaises-francais-dans-republique-repensee
Collège;3ème;HISTOIRE-GÉO ET EMC;Géographie - Dynamiques territoriales de la France contemporaine;La France, un territoire en mouvement Tu vas découvrir comment la France se transforme sous l’effet de la métropolisation, de la mondialisation et de la transition écologique. Tu comprendras comment populations, activités et mobilités redessinent le territoire, entre dynamisme des métropoles, reconversions industrielles, nouveaux modes de vie et fragilités d’autres espaces;Cours;;/cours/dynamiques-territoriales-de-la-france-contemporaine?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cdynamiques-territoriales-france-contemporaine
Collège;3ème;HISTOIRE-GÉO ET EMC;Géographie - Dynamiques territoriales de la France contemporaine;Comprendre les aires urbainesTu vas comprendre comment les aires urbaines — aujourd’hui appelées zones d’attraction des villes — structurent la quasi-totalité du territoire français. Tu verras comment mobilités, étalement urbain et recherche de ville durable transforment les paysages, tout en révélant des inégalités entre centres bien desservis et périphéries dépendantes de la voiture;Cours;;/cours/une-france-citadine?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cdynamiques-territoriales-france-contemporaine
Collège;3ème;HISTOIRE-GÉO ET EMC;Géographie - Dynamiques territoriales de la France contemporaine;Les métropoles françaises dans la mondialisationTu vas découvrir comment Paris et les grandes métropoles régionales s’insèrent dans les échanges mondiaux. Tu comprendras pourquoi certaines villes concentrent richesses et innovations tandis que d’autres peinent à rester attractives. Tu vas aussi voir comment l’État tente de réduire ces inégalités pour construire un territoire plus équilibré;Cours;;/cours/le-systeme-urbain-francais-1?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cdynamiques-territoriales-france-contemporaine
Collège;3ème;HISTOIRE-GÉO ET EMC;Géographie - Dynamiques territoriales de la France contemporaine;Les espaces productifs, leurs évolutions et la place des espaces portuairesTu vas comprendre comment la mondialisation transforme les lieux où l’on produit en France : usines, ports, technopôles, zones logistiques et grandes métropoles. Tu verras pourquoi certaines régions se reconvertissent tandis que d’autres attirent de nouvelles industries, et comment les grands ports comme Le Havre ou Marseille-Fos jouent un rôle décisif dans l’ouverture du pays sur le monde;Cours;;/cours/les-espaces-productifs-et-leurs-evolutions?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cdynamiques-territoriales-france-contemporaine
Collège;3ème;HISTOIRE-GÉO ET EMC;Géographie - Dynamiques territoriales de la France contemporaine;Les espaces productifs industriels;Cours;;/cours/les-espaces-productifs-industriels?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cdynamiques-territoriales-france-contemporaine
Collège;3ème;HISTOIRE-GÉO ET EMC;Géographie - Dynamiques territoriales de la France contemporaine;Les espaces productifs agricoles;Cours;;/cours/les-espaces-productifs-agricoles?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cdynamiques-territoriales-france-contemporaine
Collège;3ème;HISTOIRE-GÉO ET EMC;Géographie - Dynamiques territoriales de la France contemporaine;Les espaces productifs de services;Cours;;/cours/les-espaces-productifs-de-services?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cdynamiques-territoriales-france-contemporaine
Collège;3ème;HISTOIRE-GÉO ET EMC;Géographie - Dynamiques territoriales de la France contemporaine;Les espaces de faible densité : entre fragilités et atouts;Cours;;/cours/les-espaces-de-faible-densite-et-leurs-atouts-2?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cdynamiques-territoriales-france-contemporaine
Collège;3ème;HISTOIRE-GÉO ET EMC;Géographie - Dynamiques territoriales de la France contemporaine;La France, un territoire en mouvement;Quiz;5;/test/dynamiques-territoriales-de-la-france-contemporaine?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cdynamiques-territoriales-france-contemporaine
Collège;3ème;HISTOIRE-GÉO ET EMC;Géographie - Dynamiques territoriales de la France contemporaine;Comprendre les aires urbaines;Quiz;10;/test/une-france-citadine?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cdynamiques-territoriales-france-contemporaine
Collège;3ème;HISTOIRE-GÉO ET EMC;Géographie - Dynamiques territoriales de la France contemporaine;Les métropoles françaises dans la mondialisation;Quiz;10;/test/les-aires-urbaines-une-nouvelle-geographie-d-une-france-mondialisee?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cdynamiques-territoriales-france-contemporaine
Collège;3ème;HISTOIRE-GÉO ET EMC;Géographie - Dynamiques territoriales de la France contemporaine;Les espaces productifs, leurs évolutions et la place des espaces portuaires;Quiz;10;/test/les-espaces-productifs-et-leurs-evolutions?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cdynamiques-territoriales-france-contemporaine
Collège;3ème;HISTOIRE-GÉO ET EMC;Géographie - Dynamiques territoriales de la France contemporaine;Les espaces productifs industriels;Quiz;5;/test/les-espaces-productifs-industriels?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cdynamiques-territoriales-france-contemporaine
Collège;3ème;HISTOIRE-GÉO ET EMC;Géographie - Dynamiques territoriales de la France contemporaine;Les espaces productifs agricoles;Quiz;5;/test/les-espaces-productifs-agricoles?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cdynamiques-territoriales-france-contemporaine
Collège;3ème;HISTOIRE-GÉO ET EMC;Géographie - Dynamiques territoriales de la France contemporaine;Les espaces productifs de services;Quiz;5;/test/les-espaces-productifs-de-services?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cdynamiques-territoriales-france-contemporaine
Collège;3ème;HISTOIRE-GÉO ET EMC;Géographie - Dynamiques territoriales de la France contemporaine;Les espaces de faible densité : entre fragilités et atouts;Quiz;15;/test/les-espaces-de-faible-densite-et-leurs-atouts-1?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cdynamiques-territoriales-france-contemporaine
Collège;3ème;HISTOIRE-GÉO ET EMC;Géographie - Pourquoi et comment aménager le territoire ?;La France des inégalités territoriales;Cours;;/cours/amenager-pour-repondre-aux-inegalites-croissantes-entre-territoires-francais-a-toutes-les-echelles?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cpourquoi-comment-amenager-territoire
Collège;3ème;HISTOIRE-GÉO ET EMC;Géographie - Pourquoi et comment aménager le territoire ?;Les acteurs et les objectifs de l’aménagement du territoire;Cours;;/cours/l-amenagement-du-territoire-francais-objectifs-et-acteurs?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cpourquoi-comment-amenager-territoire
Collège;3ème;HISTOIRE-GÉO ET EMC;Géographie - Pourquoi et comment aménager le territoire ?;Euralille : un aménagement pour dynamiser un territoire urbain;Cours;;/cours/pourquoi-et-comment-amenager-le-territoire?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cpourquoi-comment-amenager-territoire
Collège;3ème;HISTOIRE-GÉO ET EMC;Géographie - Pourquoi et comment aménager le territoire ?;Les grands axes et structures du territoire français;Cours;;/cours/l-organisation-du-territoire-francais-1?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cpourquoi-comment-amenager-territoire
Collège;3ème;HISTOIRE-GÉO ET EMC;Géographie - Pourquoi et comment aménager le territoire ?;Les territoires ultra-marins français;Cours;;/cours/les-territoires-ultramarins-une-problematique-specifique?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cpourquoi-comment-amenager-territoire
Collège;3ème;HISTOIRE-GÉO ET EMC;Géographie - Pourquoi et comment aménager le territoire ?;Aménager durablement le territoire français;Cours;;/cours/amenager-durablement-le-territoire-francais-p0wt?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cpourquoi-comment-amenager-territoire
Collège;3ème;HISTOIRE-GÉO ET EMC;Géographie - Pourquoi et comment aménager le territoire ?;La France des inégalités territoriales;Quiz;10;/test/amenager-pour-repondre-aux-inegalites-croissantes-entre-territoires-francais-a-toutes-les-echelles?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cpourquoi-comment-amenager-territoire
Collège;3ème;HISTOIRE-GÉO ET EMC;Géographie - Pourquoi et comment aménager le territoire ?;Les territoires ultra-marins français;Quiz;10;/test/les-territoires-ultramarins-francais-une-problematique-specifique?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cpourquoi-comment-amenager-territoire
Collège;3ème;HISTOIRE-GÉO ET EMC;Géographie - La France et l'Union européenne;L’Union européenne : un territoire en construction;Cours;;/cours/l-union-europeenne-un-territoire-en-construction?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cfrance-union-europeenne
Collège;3ème;HISTOIRE-GÉO ET EMC;Géographie - La France et l'Union européenne;L’Union européenne : un espace de richesses et de contrastes;Cours;;/cours/les-contrastes-territoriaux-dans-l-union-europeenne?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cfrance-union-europeenne
Collège;3ème;HISTOIRE-GÉO ET EMC;Géographie - La France et l'Union européenne;La place de la France dans l’Union européenne;Cours;;/cours/la-france-et-l-union-europeenne?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cfrance-union-europeenne
Collège;3ème;HISTOIRE-GÉO ET EMC;Géographie - La France et l'Union européenne;Une région transfrontalière : un espace d’intégration européenne;Cours;;/cours/la-france-et-l-integration-europeenne?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cfrance-union-europeenne
Collège;3ème;HISTOIRE-GÉO ET EMC;Géographie - La France et l'Union européenne;La France et l’Europe dans le monde;Cours;;/cours/la-france-et-l-europe-dans-le-monde?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cfrance-union-europeenne
Collège;3ème;HISTOIRE-GÉO ET EMC;Géographie - La France et l'Union européenne;L’Union européenne : un territoire en construction;Quiz;15;/test/l-union-europeenne-un-nouveau-territoire-de-reference-et-d-appartenance?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cfrance-union-europeenne
Collège;3ème;HISTOIRE-GÉO ET EMC;Géographie - La France et l'Union européenne;L’Union européenne : un espace de richesses et de contrastes;Quiz;5;/test/les-contrastes-territoriaux-dans-l-union-europeenne?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cfrance-union-europeenne
Collège;3ème;HISTOIRE-GÉO ET EMC;Géographie - La France et l'Union européenne;La place de la France dans l’Union européenne;Quiz;5;/test/la-france-et-l-union-europeenne?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cfrance-union-europeenne
Collège;3ème;HISTOIRE-GÉO ET EMC;Géographie - La France et l'Union européenne;Une région transfrontalière : un espace d’intégration européenne;Quiz;5;/test/la-france-et-l-integration-europeenne?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cfrance-union-europeenne
Collège;3ème;HISTOIRE-GÉO ET EMC;Géographie - La France et l'Union européenne;La France et l'Europe dans le monde;Quiz;20;/test/la-france-et-l-europe-dans-le-monde?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cfrance-union-europeenne
Collège;3ème;HISTOIRE-GÉO ET EMC;EMC - Culture de la sensibilité;Identifier et exprimer en les régulant ses émotions et ses sentiments;Cours;;/cours/identifier-et-exprimer-en-les-regulant-ses-emotions-et-ses-sentiments-jsdl?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Csensibilite
Collège;3ème;HISTOIRE-GÉO ET EMC;EMC - Culture de la sensibilité;S’estimer et être capable d’écoute et d’empathie;Cours;;/cours/s-estimer-et-etre-capable-d-ecoute-et-d-empathie-wva4?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Csensibilite
Collège;3ème;HISTOIRE-GÉO ET EMC;EMC - Culture de la sensibilité;Exprimer son opinion et respecter l’opinion des autres;Cours;;/cours/exprimer-son-opinion-et-respecter-l-opinion-des-autres-to3q?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Csensibilite
Collège;3ème;HISTOIRE-GÉO ET EMC;EMC - Culture de la sensibilité;Accepter les différences;Cours;;/cours/accepter-les-differences-hh53?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Csensibilite
Collège;3ème;HISTOIRE-GÉO ET EMC;EMC - Culture de la sensibilité;Être capable de coopérer;Cours;;/cours/etre-capable-de-cooperer-69dq?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Csensibilite
Collège;3ème;HISTOIRE-GÉO ET EMC;EMC - Culture de la sensibilité;Se sentir membre d’une collectivité;Cours;;/cours/se-sentir-membre-d-une-collectivite-25we?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Csensibilite
Collège;3ème;HISTOIRE-GÉO ET EMC;EMC - Culture de la sensibilité;Identifier et exprimer en les régulant ses émotions et ses sentiments;Quiz;5;/test/mes-identites?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Csensibilite
Collège;3ème;HISTOIRE-GÉO ET EMC;EMC - Culture de la sensibilité;Accepter les différences;Quiz;5;/test/la-lutte-contre-les-discriminations?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Csensibilite
Collège;3ème;HISTOIRE-GÉO ET EMC;EMC - Culture de la sensibilité;Se sentir membre d’une collectivité;Quiz;5;/test/mes-sentiments-d-appartenance?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Csensibilite
Collège;3ème;HISTOIRE-GÉO ET EMC;EMC - Culture de la règle et du droit;Respecter les règles communes;Cours;;/cours/respecter-les-regles-communes-j3zu?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cdroit-regle
Collège;3ème;HISTOIRE-GÉO ET EMC;EMC - Culture de la règle et du droit;Comprendre les raisons de l’obéissance aux règles et à la loi dans une société démocratique;Cours;;/cours/comprendre-les-raisons-de-l-obeissance-aux-regles-et-a-la-loi-dans-une-societe-democratique-8feg?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cdroit-regle
Collège;3ème;HISTOIRE-GÉO ET EMC;EMC - Culture de la règle et du droit;Comprendre les principes et les valeurs de la République française et des sociétés démocratiques;Cours;;/cours/comprendre-les-principes-et-les-valeurs-de-la-republique-francaise-et-des-societes-democratiques-0b3p?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cdroit-regle
Collège;3ème;HISTOIRE-GÉO ET EMC;EMC - Culture de la règle et du droit;Comprendre le rapport entre les règles et les valeurs;Cours;;/cours/comprendre-le-rapport-entre-les-regles-et-les-valeurs-sqet?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cdroit-regle
Collège;3ème;HISTOIRE-GÉO ET EMC;EMC - Culture de la règle et du droit;Respecter les règles communes;Quiz;5;/test/la-sensibilite-le-droit-et-la-regle?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cdroit-regle
Collège;3ème;HISTOIRE-GÉO ET EMC;EMC - Culture de la règle et du droit;Comprendre les raisons de l’obéissance aux règles et à la loi dans une société démocratique;Quiz;5;/test/qu-est-ce-qu-une-democratie?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cdroit-regle
Collège;3ème;HISTOIRE-GÉO ET EMC;EMC - Culture de la règle et du droit;Comprendre les principes et les valeurs de la République française et des sociétés démocratiques;Quiz;10;/test/principes-valeurs-et-symboles-francais-et-europeens?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cdroit-regle
Collège;3ème;HISTOIRE-GÉO ET EMC;EMC - Culture de la règle et du droit;Comprendre le rapport entre les règles et les valeurs;Quiz;5;/test/l-elaboration-des-lois?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cdroit-regle
