Cycle;Classe;Matière;Chapitre;Sous-chapitre (Titre);Type;Nombre de questions;Lien (href)
Collège;3ème;PHYSIQUE-CHIMIE;Organisation et transformations de la matière;Décrire la constitution et les états de la matièreDécouvre la constitution et les états de la matière;Cours;;/cours/decrire-la-constitution-et-les-etats-de-la-matiere-0imj?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cphysique-chimie%2Corgnisation-transformations-matiere
Collège;3ème;PHYSIQUE-CHIMIE;Organisation et transformations de la matière;Décrire l'organisation de la matière dans l'UniversDécouvre l'évolution fascinante de l'Univers et la structure des atomes;Cours;;/cours/decrire-l-organisation-de-la-matiere-dans-l-univers-3dg5?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cphysique-chimie%2Corgnisation-transformations-matiere
Collège;3ème;PHYSIQUE-CHIMIE;Organisation et transformations de la matière;Les ions et leur identificationDécouvre le monde fascinant des ions et leur rôle dans les solutions;Cours;;/cours/decrire-et-expliquer-des-transformations-chimiques-fayw?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cphysique-chimie%2Corgnisation-transformations-matiere
Collège;3ème;PHYSIQUE-CHIMIE;Organisation et transformations de la matière;Décrire et expliquer des transformations chimiques : réactions acide-bases et acides-métauxDécouvre la composition et les réactions de l'acide chlorhydrique;Cours;;/cours/decrire-et-expliquer-des-transformations-chimiques-8u5l?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cphysique-chimie%2Corgnisation-transformations-matiere
Collège;3ème;PHYSIQUE-CHIMIE;Organisation et transformations de la matière;Décrire et expliquer des transformations chimiques : généralisationDécouvre comment un système chimique évolue et se transforme;Cours;;/cours/decrire-et-expliquer-des-transformations-chimiques-generalisation-wd7u?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cphysique-chimie%2Corgnisation-transformations-matiere
Collège;3ème;PHYSIQUE-CHIMIE;Organisation et transformations de la matière;Décrire la constitution et les états de la matière;Quiz;5;/test/decrire-la-constitution-et-les-etats-de-la-matiere-5fr2?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cphysique-chimie%2Corgnisation-transformations-matiere
Collège;3ème;PHYSIQUE-CHIMIE;Organisation et transformations de la matière;Décrire l'organisation de la matière dans l'univers;Quiz;6;/test/connaitre-la-structure-de-la-matiere?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cphysique-chimie%2Corgnisation-transformations-matiere
Collège;3ème;PHYSIQUE-CHIMIE;Organisation et transformations de la matière;Les ions et leur identification;Quiz;5;/test/identifier-des-ions-a-partir-de-tests-caracteristiques?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cphysique-chimie%2Corgnisation-transformations-matiere
Collège;3ème;PHYSIQUE-CHIMIE;Organisation et transformations de la matière;Décrire et expliquer des transformations chimiques : réactions acide-bases et acides-métaux;Quiz;5;/test/mettre-en-oeuvre-des-reactions-acides-metaux-et-acides-bases?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cphysique-chimie%2Corgnisation-transformations-matiere
Collège;3ème;PHYSIQUE-CHIMIE;Organisation et transformations de la matière;Décrire et expliquer des transformations chimiques : généralisation;Quiz;5;/test/verifier-les-regles-de-conservation-lors-d-une-transformation-chimique?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cphysique-chimie%2Corgnisation-transformations-matiere
Collège;3ème;PHYSIQUE-CHIMIE;Mouvement et interactions;Caractériser le mouvement d'un objet : l'essentielDécouvre comment caractériser le mouvement des objets autour de toi;Cours;;/cours/caracteriser-un-mouvement-l-essentiel-thbe?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cphysique-chimie%2Cmouvement-interactions
Collège;3ème;PHYSIQUE-CHIMIE;Mouvement et interactions;Modélisation d'une interaction par une force : l'essentielRévise les concepts fondamentaux des actions mécaniques et des forces ! Tu vas revoir comment un objet peut agir sur un autre, modifiant son mouvement ou sa forme, et comment ces actions peuvent être modélisées par des forces. Revois les différences entre les actions de contact et à distance, et comment les forces sont représentées par des vecteurs;Cours;;/cours/modelisation-d-une-interaction-par-une-force-l-essentiel-z9k9?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cphysique-chimie%2Cmouvement-interactions
Collège;3ème;PHYSIQUE-CHIMIE;Mouvement et interactions;La loi de gravitation universelleExplore les merveilles du système solaire et la force invisible qui le maintient ensemble : la gravitation;Cours;;/cours/la-loi-de-gravitation-universelle-lo71?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cphysique-chimie%2Cmouvement-interactions
Collège;3ème;PHYSIQUE-CHIMIE;Mouvement et interactions;Le poids, cas particulier de la gravitation universelleDécouvre la différence entre le poids et la masse d'un objet;Cours;;/cours/le-poids-cas-particulier-de-la-gravitation-universelle-aufw?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cphysique-chimie%2Cmouvement-interactions
Collège;3ème;PHYSIQUE-CHIMIE;Mouvement et interactions;Caractériser le mouvement d'un objet : l'essentiel;Quiz;5;/test/caracteriser-un-mouvement-l-essentiel-ev5z?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cphysique-chimie%2Cmouvement-interactions
Collège;3ème;PHYSIQUE-CHIMIE;Mouvement et interactions;Modélisation d'une interaction par une force : l'essentiel;Quiz;5;/test/modelisation-d-une-interaction-par-une-force-l-essentiel-orpc?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cphysique-chimie%2Cmouvement-interactions
Collège;3ème;PHYSIQUE-CHIMIE;Mouvement et interactions;La loi de gravitation universelle;Quiz;5;/test/decrire-l-interaction-gravitationnelle?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cphysique-chimie%2Cmouvement-interactions
Collège;3ème;PHYSIQUE-CHIMIE;Mouvement et interactions;Le poids, cas particulier de la gravitation universelle;Quiz;5;/test/definir-la-force-de-pesanteur?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cphysique-chimie%2Cmouvement-interactions
Collège;3ème;PHYSIQUE-CHIMIE;L'énergie et ses conversions;L'énergie sous toutes ses formesDécouvre les différentes sources et formes d'énergie qui t'entourent;Cours;;/cours/l-energie-sous-toutes-ses-formes-01e1?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cphysique-chimie%2Cenergie-conversions
Collège;3ème;PHYSIQUE-CHIMIE;L'énergie et ses conversions;L'énergie chimique et électrochimiqueDécouvre comment le courant électrique se déplace dans les solutions ioniques;Cours;;/cours/l-energie-chimique-et-electrochimique-r2nv?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cphysique-chimie%2Cenergie-conversions
Collège;3ème;PHYSIQUE-CHIMIE;L'énergie et ses conversions;Les énergies d'un objet en mouvement : cinétique, de position et mécaniqueDécouvre l'énergie cinétique, l'énergie liée au mouvement d'un objet;Cours;;/cours/les-energies-d-un-objet-en-mouvement-cinetique-de-position-et-mecanique-b1d9?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cphysique-chimie%2Cenergie-conversions
Collège;3ème;PHYSIQUE-CHIMIE;L'énergie et ses conversions;Établir un bilan énergétique pour un système simpleDécouvre comment l'énergie est transférée et convertie dans les systèmes qui t'entourent;Cours;;/cours/etablir-un-bilan-energetique-pour-un-systeme-simple-ijqd?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cphysique-chimie%2Cenergie-conversions
Collège;3ème;PHYSIQUE-CHIMIE;L'énergie et ses conversions;Puissance et énergie : calcul d'une consommation d'énergie électrique couranteDécouvre les concepts de puissance nominale et d'énergie électrique;Cours;;/cours/puissance-et-energie-calcul-d-une-consommation-d-energie-electrique-courante-4xb4?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cphysique-chimie%2Cenergie-conversions
Collège;3ème;PHYSIQUE-CHIMIE;L'énergie et ses conversions;L'énergie sous toutes ses formes;Quiz;5;/test/identifier-les-differentes-formes-d-energie?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cphysique-chimie%2Cenergie-conversions
Collège;3ème;PHYSIQUE-CHIMIE;L'énergie et ses conversions;L'énergie chimique et électrochimique;Quiz;5;/test/convertir-l-energie-chimique-en-energie-electrique?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cphysique-chimie%2Cenergie-conversions
Collège;3ème;PHYSIQUE-CHIMIE;L'énergie et ses conversions;Les énergies d'un objet en mouvement : cinétique, de position et mécanique;Quiz;5;/test/definir-les-energies-d-un-objet-en-mouvement?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cphysique-chimie%2Cenergie-conversions
Collège;3ème;PHYSIQUE-CHIMIE;L'énergie et ses conversions;Établir un bilan énergétique pour un système simple;Quiz;5;/test/etablir-le-bilan-energetique-d-un-systeme?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cphysique-chimie%2Cenergie-conversions
Collège;3ème;PHYSIQUE-CHIMIE;L'énergie et ses conversions;Puissance et énergie : calcul d'une consommation d'énergie électrique courante;Quiz;5;/test/calculer-la-consommation-d-energie-electrique?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cphysique-chimie%2Cenergie-conversions
Collège;3ème;PHYSIQUE-CHIMIE;Des signaux pour observer et communiquer;Des signaux lumineux ou sonores pour transmettre des informationsDécouvre comment le son et la lumière se propagent et transportent des informations;Cours;;/cours/des-signaux-lumineux-ou-sonores-pour-transmettre-des-informations-xgru?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cphysique-chimie%2Csignaux-pour-observer-et-communiquer
Collège;3ème;PHYSIQUE-CHIMIE;Des signaux pour observer et communiquer;Des signaux lumineux ou sonores pour transmettre des informations;Quiz;5;/test/des-signaux-lumineux-ou-sonores-pour-transmettre-des-informations-zfzx?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cphysique-chimie%2Csignaux-pour-observer-et-communiquer
Collège;3ème;PHYSIQUE-CHIMIE;Des cours et exercices de physique-chimie de 3e;cours de physique-chimie;Cours;;https://www.digischool.fr/education/cours/physique-chimie
Collège;3ème;TECHNOLOGIE;Design, innovation et créativité;Comprendre un besoin et formuler un problème technique : le cahier des charges;Cours;;/cours/rediger-un-cahier-des-charges?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Ctechnologie%2Cdesign-innovation-creativite
Collège;3ème;TECHNOLOGIE;Design, innovation et créativité;Concevoir une solution : imaginer, innover, créer;Cours;;/cours/concevoir-des-objets-innovants-et-esthetiques?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Ctechnologie%2Cdesign-innovation-creativite
Collège;3ème;TECHNOLOGIE;Design, innovation et créativité;Formaliser ses idées : croquis, schémas et outils numériques;Cours;;/cours/formaliser-ses-idees-croquis-schemas-et-outils-numeriques-urws?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Ctechnologie%2Cdesign-innovation-creativite
Collège;3ème;TECHNOLOGIE;Design, innovation et créativité;Travailler en mode projet;Cours;;/cours/travailler-en-mode-projet-pobx?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Ctechnologie%2Cdesign-innovation-creativite
Collège;3ème;TECHNOLOGIE;Design, innovation et créativité;Prototyper un objet communicant;Cours;;/cours/realiser-le-prototype-d-un-objet?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Ctechnologie%2Cdesign-innovation-creativite
Collège;3ème;TECHNOLOGIE;Design, innovation et créativité;Présenter et valoriser une production technique;Cours;;/cours/presenter-et-valoriser-une-production-technique-q6aw?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Ctechnologie%2Cdesign-innovation-creativite
Collège;3ème;TECHNOLOGIE;Design, innovation et créativité;Comprendre un besoin et formuler un problème technique : le cahier des charges;Quiz;5;/test/rediger-un-cahier-des-charges?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Ctechnologie%2Cdesign-innovation-creativite
Collège;3ème;TECHNOLOGIE;Design, innovation et créativité;Concevoir une solution : imaginer, innover, créer;Quiz;5;/test/concevoir-des-objets-innovants-et-esthetiques?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Ctechnologie%2Cdesign-innovation-creativite
Collège;3ème;TECHNOLOGIE;Design, innovation et créativité;Prototyper un objet communicant;Quiz;5;/test/realiser-le-prototype-d-un-objet?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Ctechnologie%2Cdesign-innovation-creativite
Collège;3ème;TECHNOLOGIE;Les objets techniques, les services et les changements induits dans la société;L’évolution des objets techniques;Cours;;/cours/suivre-l-evolution-technique-des-objets-et-comprendre-leurs-impacts?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Ctechnologie%2Cobjets-techniques-services-changements-societe
Collège;3ème;TECHNOLOGIE;Les objets techniques, les services et les changements induits dans la société;Les impacts des innovations sur la société et l’environnement;Cours;;/cours/les-impacts-des-innovations-sur-la-societe-et-l-environnement-ci77?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Ctechnologie%2Cobjets-techniques-services-changements-societe
Collège;3ème;TECHNOLOGIE;Les objets techniques, les services et les changements induits dans la société;Les objets communicants et les usages numériques responsables;Cours;;/cours/les-objets-communicants-et-les-usages-numeriques-responsables-mi11?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Ctechnologie%2Cobjets-techniques-services-changements-societe
Collège;3ème;TECHNOLOGIE;Les objets techniques, les services et les changements induits dans la société;L’évolution des objets techniques;Quiz;5;/test/suivre-l-evolution-technique-des-objets-et-comprendre-leurs-impacts?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Ctechnologie%2Cobjets-techniques-services-changements-societe
Collège;3ème;TECHNOLOGIE;La modélisation et la simulation des objets et systèmes techniques;Analyser le fonctionnement d’un objet technique;Cours;;/cours/analyser-le-fonctionnement-d-un-objet?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Ctechnologie%2Cmodelisation-simulation-objets-systemes-techniques
Collège;3ème;TECHNOLOGIE;La modélisation et la simulation des objets et systèmes techniques;Mesurer, tester et interpréter les performances d’un objet;Cours;;/cours/mesurer-tester-et-interpreter-les-performances-d-un-objet-x8al?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Ctechnologie%2Cmodelisation-simulation-objets-systemes-techniques
Collège;3ème;TECHNOLOGIE;La modélisation et la simulation des objets et systèmes techniques;Modéliser et simuler pour comprendre et améliorer un objet;Cours;;/cours/modeliser-ou-simuler-le-fonctionnement-d-un-objet?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Ctechnologie%2Cmodelisation-simulation-objets-systemes-techniques
Collège;3ème;TECHNOLOGIE;La modélisation et la simulation des objets et systèmes techniques;Analyser le fonctionnement d’un objet technique;Quiz;5;/test/analyser-le-fonctionnement-d-un-objet?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Ctechnologie%2Cmodelisation-simulation-objets-systemes-techniques
Collège;3ème;TECHNOLOGIE;La modélisation et la simulation des objets et systèmes techniques;Modéliser et simuler pour comprendre et améliorer un objet;Quiz;5;/test/modeliser-ou-simuler-le-fonctionnement-d-un-objet?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Ctechnologie%2Cmodelisation-simulation-objets-systemes-techniques
Collège;3ème;TECHNOLOGIE;L'informatique et la programmation;Comprendre le fonctionnement d’un réseau informatique;Cours;;/cours/comprendre-le-fonctionnement-en-reseau-informatique?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Ctechnologie%2Cinformatique-programmation
Collège;3ème;TECHNOLOGIE;L'informatique et la programmation;Programmer pour piloter un objet technique;Cours;;/cours/ecrire-et-executer-un-programme?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Ctechnologie%2Cinformatique-programmation
Collège;3ème;TECHNOLOGIE;L'informatique et la programmation;Tester, corriger et améliorer un programme;Cours;;/cours/tester-corriger-et-ameliorer-un-programme-m3od?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Ctechnologie%2Cinformatique-programmation
Collège;3ème;TECHNOLOGIE;L'informatique et la programmation;Comprendre le fonctionnement d’un réseau informatique;Quiz;5;/test/comprendre-le-fonctionnement-en-reseau-informatique?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Ctechnologie%2Cinformatique-programmation
Collège;3ème;TECHNOLOGIE;L'informatique et la programmation;Programmer pour piloter un objet technique;Quiz;5;/test/ecrire-et-executer-un-programme?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Ctechnologie%2Cinformatique-programmation
Collège;3ème;ANGLAIS;Découverte A1 – Débuter en anglais;Se présenter : nom et prénom;Cours;;/cours/se-presenter-nom-et-prenom-eht8?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Canglais%2Cdecouverte-a1-debuter-en-anglais
Collège;3ème;ANGLAIS;Découverte A1 – Débuter en anglais;Se présenter : nom, prénom et âge;Cours;;/cours/se-presenter-nom-prenom-et-age-2oya?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Canglais%2Cdecouverte-a1-debuter-en-anglais
Collège;3ème;ANGLAIS;Découverte A1 – Débuter en anglais;Découvrir une personne : nom, âge, pays;Cours;;/cours/decouvrir-une-personne-nom-age-pays-r40u?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Canglais%2Cdecouverte-a1-debuter-en-anglais
Collège;3ème;ANGLAIS;Découverte A1 – Débuter en anglais;Présenter son identité : nom, âge, origine, ville;Cours;;/cours/presenter-son-identite-nom-age-origine-ville-zbso?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Canglais%2Cdecouverte-a1-debuter-en-anglais
Collège;3ème;ANGLAIS;Découverte A1 – Débuter en anglais;Parler de soi plus en détail : famille, goûts simples;Cours;;/cours/parler-de-soi-plus-en-detail-famille-gouts-simples-zd44?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Canglais%2Cdecouverte-a1-debuter-en-anglais
Collège;3ème;ANGLAIS;Découverte A1 – Débuter en anglais;Découvrir le vocabulaire du quotidien : objets, lieux, couleurs;Cours;;/cours/decouvrir-le-vocabulaire-du-quotidien-objets-lieux-couleurs-6z2f?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Canglais%2Cdecouverte-a1-debuter-en-anglais
